pruid,prname,prnameFR,sdate,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
61,Northwest Territories,Territoires du Nord-Ouest,7/31/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,7/31/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,7/31/2020,13,0,,13,0,
1,Canada,Canada,7/31/2020,116298,14,8935,116312,513,309.43
59,British Columbia,Colombie-Britannique,8/1/2020,3641,0,195,3641,0,71.8
48,Alberta,Alberta,8/1/2020,10843,0,196,10843,0,248.05
47,Saskatchewan,Saskatchewan,8/1/2020,1334,0,18,1334,15,113.58
46,Manitoba,Manitoba,8/1/2020,403,14,8,417,2,30.45
35,Ontario,Ontario,8/1/2020,39333,0,2777,39333,124,270.02
24,Quebec,Québec,8/1/2020,59458,0,5678,59458,146,700.75
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/1/2020,266,0,3,266,0,51
13,New Brunswick,Nouveau-Brunswick,8/1/2020,170,0,2,170,0,21.88
12,Nova Scotia,Nouvelle-Écosse,8/1/2020,1069,0,64,1069,0,110.05
11,Prince Edward Island,Île-du-Prince-Édouard,8/1/2020,36,0,0,36,0,22.94
60,Yukon,Yukon,8/1/2020,14,0,0,14,0,34.27
61,Northwest Territories,Territoires du Nord-Ouest,8/1/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/1/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/1/2020,13,0,,13,0,
1,Canada,Canada,8/1/2020,116585,14,8941,116599,287,310.19
59,British Columbia,Colombie-Britannique,8/2/2020,3641,0,195,3641,0,71.8
48,Alberta,Alberta,8/2/2020,10843,0,196,10843,0,248.05
47,Saskatchewan,Saskatchewan,8/2/2020,1342,0,18,1342,8,114.27
46,Manitoba,Manitoba,8/2/2020,421,14,8,435,18,31.76
35,Ontario,Ontario,8/2/2020,39449,0,2778,39449,116,270.82
24,Quebec,Québec,8/2/2020,59599,0,5681,59599,141,702.41
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/2/2020,266,0,3,266,0,51
13,New Brunswick,Nouveau-Brunswick,8/2/2020,170,0,2,170,0,21.88
12,Nova Scotia,Nouvelle-Écosse,8/2/2020,1071,0,64,1071,2,110.25
11,Prince Edward Island,Île-du-Prince-Édouard,8/2/2020,36,0,0,36,0,22.94
60,Yukon,Yukon,8/2/2020,14,0,0,14,0,34.27
61,Northwest Territories,Territoires du Nord-Ouest,8/2/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/2/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/2/2020,13,0,,13,0,
1,Canada,Canada,8/2/2020,116870,14,8945,116884,285,310.95
59,British Columbia,Colombie-Britannique,8/3/2020,3641,0,195,3641,0,71.8
48,Alberta,Alberta,8/3/2020,10843,0,196,10843,0,248.05
47,Saskatchewan,Saskatchewan,8/3/2020,1359,0,18,1359,17,115.71
46,Manitoba,Manitoba,8/3/2020,428,14,8,442,7,32.28
35,Ontario,Ontario,8/3/2020,39449,0,2778,39449,0,270.82
24,Quebec,Québec,8/3/2020,59722,0,5683,59722,123,703.86
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/3/2020,266,0,3,266,0,51
13,New Brunswick,Nouveau-Brunswick,8/3/2020,170,0,2,170,0,21.88
12,Nova Scotia,Nouvelle-Écosse,8/3/2020,1071,0,64,1071,0,110.25
11,Prince Edward Island,Île-du-Prince-Édouard,8/3/2020,36,0,0,36,0,22.94
60,Yukon,Yukon,8/3/2020,14,0,0,14,0,34.27
61,Northwest Territories,Territoires du Nord-Ouest,8/3/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/3/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/3/2020,13,0,,13,0,
1,Canada,Canada,8/3/2020,117017,14,8947,117031,147,311.34
59,British Columbia,Colombie-Britannique,8/4/2020,3787,0,195,3787,146,74.67
48,Alberta,Alberta,8/4/2020,11146,0,201,11146,303,254.98
47,Saskatchewan,Saskatchewan,8/4/2020,1368,0,18,1368,9,116.48
46,Manitoba,Manitoba,8/4/2020,428,15,8,443,1,32.35
35,Ontario,Ontario,8/4/2020,39628,0,2782,39628,179,272.05
24,Quebec,Québec,8/4/2020,59845,0,5685,59845,123,705.31
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/4/2020,266,0,3,266,0,51
13,New Brunswick,Nouveau-Brunswick,8/4/2020,170,0,2,170,0,21.88
12,Nova Scotia,Nouvelle-Écosse,8/4/2020,1071,0,64,1071,0,110.25
11,Prince Edward Island,Île-du-Prince-Édouard,8/4/2020,36,0,0,36,0,22.94
60,Yukon,Yukon,8/4/2020,14,0,0,14,0,34.27
61,Northwest Territories,Territoires du Nord-Ouest,8/4/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/4/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/4/2020,13,0,,13,0,
1,Canada,Canada,8/4/2020,117777,15,8958,117792,761,313.37
59,British Columbia,Colombie-Britannique,8/5/2020,3834,0,195,3834,47,75.6
48,Alberta,Alberta,8/5/2020,11240,0,203,11240,94,257.13
47,Saskatchewan,Saskatchewan,8/5/2020,1376,0,18,1376,8,117.16
46,Manitoba,Manitoba,8/5/2020,429,15,8,444,1,32.42
35,Ontario,Ontario,8/5/2020,39714,0,2782,39714,86,272.64
24,Quebec,Québec,8/5/2020,60000,0,5687,60000,155,707.13
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/5/2020,266,0,3,266,0,51
13,New Brunswick,Nouveau-Brunswick,8/5/2020,174,0,2,174,4,22.4
12,Nova Scotia,Nouvelle-Écosse,8/5/2020,1071,0,64,1071,0,110.25
11,Prince Edward Island,Île-du-Prince-Édouard,8/5/2020,36,0,0,36,0,22.94
60,Yukon,Yukon,8/5/2020,14,0,0,14,0,34.27
61,Northwest Territories,Territoires du Nord-Ouest,8/5/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/5/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/5/2020,13,0,,13,0,
1,Canada,Canada,8/5/2020,118172,15,8962,118187,395,314.42
59,British Columbia,Colombie-Britannique,8/6/2020,3881,0,195,3881,47,76.53
48,Alberta,Alberta,8/6/2020,11296,0,205,11296,56,258.41
47,Saskatchewan,Saskatchewan,8/6/2020,1387,0,19,1387,11,118.1
46,Manitoba,Manitoba,8/6/2020,459,15,8,474,30,34.61
35,Ontario,Ontario,8/6/2020,39809,0,2783,39809,95,273.29
24,Quebec,Québec,8/6/2020,60133,0,5687,60133,133,708.7
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/6/2020,266,0,3,266,0,51
13,New Brunswick,Nouveau-Brunswick,8/6/2020,176,0,2,176,2,22.66
12,Nova Scotia,Nouvelle-Écosse,8/6/2020,1071,0,64,1071,0,110.25
11,Prince Edward Island,Île-du-Prince-Édouard,8/6/2020,36,0,0,36,0,22.94
60,Yukon,Yukon,8/6/2020,14,0,0,14,0,34.27
61,Northwest Territories,Territoires du Nord-Ouest,8/6/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/6/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/6/2020,13,0,,13,0,
1,Canada,Canada,8/6/2020,118546,15,8966,118561,374,315.41
59,British Columbia,Colombie-Britannique,8/7/2020,3934,0,195,3934,53,77.57
48,Alberta,Alberta,8/7/2020,11430,0,208,11430,134,261.48
47,Saskatchewan,Saskatchewan,8/7/2020,1409,0,20,1409,22,119.97
46,Manitoba,Manitoba,8/7/2020,476,15,8,491,17,35.85
35,Ontario,Ontario,8/7/2020,39897,0,2783,39897,88,273.89
24,Quebec,Québec,8/7/2020,60241,0,5687,60241,108,709.97
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/7/2020,267,0,3,267,1,51.19
13,New Brunswick,Nouveau-Brunswick,8/7/2020,176,0,2,176,0,22.66
12,Nova Scotia,Nouvelle-Écosse,8/7/2020,1071,0,64,1071,0,110.25
11,Prince Edward Island,Île-du-Prince-Édouard,8/7/2020,36,0,0,36,0,22.94
60,Yukon,Yukon,8/7/2020,15,0,0,15,1,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/7/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/7/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/7/2020,13,0,,13,0,
1,Canada,Canada,8/7/2020,118970,15,8970,118985,424,316.54
59,British Columbia,Colombie-Britannique,8/8/2020,3934,0,195,3934,0,77.57
48,Alberta,Alberta,8/8/2020,11430,0,208,11430,0,261.48
47,Saskatchewan,Saskatchewan,8/8/2020,1433,0,20,1433,24,122.01
46,Manitoba,Manitoba,8/8/2020,492,15,8,507,16,37.02
35,Ontario,Ontario,8/8/2020,39967,0,2784,39967,70,274.38
24,Quebec,Québec,8/8/2020,60367,0,5692,60367,126,711.46
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/8/2020,267,0,3,267,0,51.19
13,New Brunswick,Nouveau-Brunswick,8/8/2020,176,0,2,176,0,22.66
12,Nova Scotia,Nouvelle-Écosse,8/8/2020,1071,0,64,1071,0,110.25
11,Prince Edward Island,Île-du-Prince-Édouard,8/8/2020,36,0,0,36,0,22.94
60,Yukon,Yukon,8/8/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/8/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/8/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/8/2020,13,0,,13,0,
1,Canada,Canada,8/8/2020,119206,15,8976,119221,236,317.17
59,British Columbia,Colombie-Britannique,8/9/2020,3934,0,195,3934,0,77.57
48,Alberta,Alberta,8/9/2020,11430,0,208,11430,0,261.48
47,Saskatchewan,Saskatchewan,8/9/2020,1445,0,20,1445,12,123.04
46,Manitoba,Manitoba,8/9/2020,527,15,8,542,35,39.58
35,Ontario,Ontario,8/9/2020,40046,0,2786,40046,79,274.92
24,Quebec,Québec,8/9/2020,60471,0,5695,60471,104,712.68
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/9/2020,267,0,3,267,0,51.19
13,New Brunswick,Nouveau-Brunswick,8/9/2020,176,0,2,176,0,22.66
12,Nova Scotia,Nouvelle-Écosse,8/9/2020,1071,0,64,1071,0,110.25
11,Prince Edward Island,Île-du-Prince-Édouard,8/9/2020,36,0,0,36,0,22.94
60,Yukon,Yukon,8/9/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/9/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/9/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/9/2020,13,0,0,13,0,
1,Canada,Canada,8/9/2020,119436,15,8981,119451,230,317.78
59,British Columbia,Colombie-Britannique,8/10/2020,4065,0,195,4065,131,80.16
48,Alberta,Alberta,8/10/2020,11687,0,213,11687,257,267.36
47,Saskatchewan,Saskatchewan,8/10/2020,1450,0,20,1450,5,123.46
46,Manitoba,Manitoba,8/10/2020,543,15,8,558,16,40.75
35,Ontario,Ontario,8/10/2020,40161,0,2786,40161,115,275.71
24,Quebec,Québec,8/10/2020,60627,0,5696,60627,156,714.52
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/10/2020,268,0,3,268,1,51.39
13,New Brunswick,Nouveau-Brunswick,8/10/2020,176,0,2,176,0,22.66
12,Nova Scotia,Nouvelle-Écosse,8/10/2020,1071,0,64,1071,0,110.25
11,Prince Edward Island,Île-du-Prince-Édouard,8/10/2020,36,0,0,36,0,22.94
60,Yukon,Yukon,8/10/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/10/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/10/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/10/2020,13,0,0,13,0,
1,Canada,Canada,8/10/2020,120117,15,8987,120132,681,319.59
59,British Columbia,Colombie-Britannique,8/11/2020,4111,0,195,4111,46,81.06
48,Alberta,Alberta,8/11/2020,11772,0,216,11772,85,269.3
47,Saskatchewan,Saskatchewan,8/11/2020,1479,0,20,1479,29,125.93
46,Manitoba,Manitoba,8/11/2020,547,15,8,562,4,41.04
35,Ontario,Ontario,8/11/2020,40194,0,2786,40194,33,275.93
24,Quebec,Québec,8/11/2020,60718,0,5697,60718,91,715.6
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/11/2020,268,0,3,268,0,51.39
13,New Brunswick,Nouveau-Brunswick,8/11/2020,177,0,2,177,1,22.78
12,Nova Scotia,Nouvelle-Écosse,8/11/2020,1071,0,64,1071,0,110.25
11,Prince Edward Island,Île-du-Prince-Édouard,8/11/2020,36,0,0,36,0,22.94
60,Yukon,Yukon,8/11/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/11/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/11/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/11/2020,13,0,0,13,0,
1,Canada,Canada,8/11/2020,120406,15,8991,120421,289,320.36
59,British Columbia,Colombie-Britannique,8/12/2020,4196,0,196,4196,85,82.74
48,Alberta,Alberta,8/12/2020,11893,0,217,11893,121,272.07
47,Saskatchewan,Saskatchewan,8/12/2020,1484,0,20,1484,5,126.36
46,Manitoba,Manitoba,8/12/2020,563,15,8,578,16,42.21
35,Ontario,Ontario,8/12/2020,40289,0,2787,40289,95,276.59
24,Quebec,Québec,8/12/2020,60813,0,5709,60813,95,716.71
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/12/2020,268,0,3,268,0,51.39
13,New Brunswick,Nouveau-Brunswick,8/12/2020,178,0,2,178,1,22.91
12,Nova Scotia,Nouvelle-Écosse,8/12/2020,1071,0,64,1071,0,110.25
11,Prince Edward Island,Île-du-Prince-Édouard,8/12/2020,41,0,0,41,5,26.12
60,Yukon,Yukon,8/12/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/12/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/12/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/12/2020,13,0,0,13,0,
1,Canada,Canada,8/12/2020,120829,15,9006,120844,423,321.49
59,British Columbia,Colombie-Britannique,8/13/2020,4274,0,196,4274,78,84.28
48,Alberta,Alberta,8/13/2020,11969,0,220,11969,76,273.81
47,Saskatchewan,Saskatchewan,8/13/2020,1511,0,20,1511,27,128.65
46,Manitoba,Manitoba,8/13/2020,603,0,8,603,25,44.03
35,Ontario,Ontario,8/13/2020,40367,0,2787,40367,78,277.12
24,Quebec,Québec,8/13/2020,60917,0,5715,60917,104,717.94
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/13/2020,268,0,3,268,0,51.39
13,New Brunswick,Nouveau-Brunswick,8/13/2020,180,0,2,180,2,23.17
12,Nova Scotia,Nouvelle-Écosse,8/13/2020,1071,0,64,1071,0,110.25
11,Prince Edward Island,Île-du-Prince-Édouard,8/13/2020,41,0,0,41,0,26.12
60,Yukon,Yukon,8/13/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/13/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/13/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/13/2020,13,0,0,13,0,
1,Canada,Canada,8/13/2020,121234,0,9015,121234,390,322.52
59,British Columbia,Colombie-Britannique,8/14/2020,4358,0,196,4358,84,85.93
48,Alberta,Alberta,8/14/2020,12053,0,221,12053,84,275.73
47,Saskatchewan,Saskatchewan,8/14/2020,1541,0,20,1541,30,131.21
46,Manitoba,Manitoba,8/14/2020,643,0,8,643,40,46.95
35,Ontario,Ontario,8/14/2020,40459,0,2788,40459,92,277.75
24,Quebec,Québec,8/14/2020,61004,0,5718,61004,87,718.97
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/14/2020,268,0,3,268,0,51.39
13,New Brunswick,Nouveau-Brunswick,8/14/2020,180,0,2,180,0,23.17
12,Nova Scotia,Nouvelle-Écosse,8/14/2020,1072,0,64,1072,1,110.36
11,Prince Edward Island,Île-du-Prince-Édouard,8/14/2020,41,0,0,41,0,26.12
60,Yukon,Yukon,8/14/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/14/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/14/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/14/2020,13,0,0,13,0,
1,Canada,Canada,8/14/2020,121652,0,9020,121652,418,323.63
59,British Columbia,Colombie-Britannique,8/15/2020,4358,0,196,4358,0,85.93
48,Alberta,Alberta,8/15/2020,12053,0,221,12053,0,275.73
47,Saskatchewan,Saskatchewan,8/15/2020,1566,0,21,1566,25,133.34
46,Manitoba,Manitoba,8/15/2020,663,0,9,663,20,48.41
35,Ontario,Ontario,8/15/2020,40565,0,2789,40565,106,278.48
24,Quebec,Québec,8/15/2020,61084,0,5719,61084,80,719.91
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/15/2020,268,0,3,268,0,51.39
13,New Brunswick,Nouveau-Brunswick,8/15/2020,184,0,2,184,4,23.69
12,Nova Scotia,Nouvelle-Écosse,8/15/2020,1074,0,64,1074,2,110.56
11,Prince Edward Island,Île-du-Prince-Édouard,8/15/2020,41,0,0,41,0,26.12
60,Yukon,Yukon,8/15/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/15/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/15/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/15/2020,13,0,0,13,0,
1,Canada,Canada,8/15/2020,121889,0,9024,121889,237,324.27
59,British Columbia,Colombie-Britannique,8/16/2020,4358,0,196,4358,0,85.93
48,Alberta,Alberta,8/16/2020,12053,0,221,12053,0,275.73
47,Saskatchewan,Saskatchewan,8/16/2020,1580,0,22,1580,14,134.53
46,Manitoba,Manitoba,8/16/2020,697,0,9,697,34,50.9
35,Ontario,Ontario,8/16/2020,40646,0,2789,40646,81,279.04
24,Quebec,Québec,8/16/2020,61151,0,5720,61151,67,720.7
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/16/2020,268,0,3,268,0,51.39
13,New Brunswick,Nouveau-Brunswick,8/16/2020,186,0,2,186,2,23.94
12,Nova Scotia,Nouvelle-Écosse,8/16/2020,1074,0,64,1074,0,110.56
11,Prince Edward Island,Île-du-Prince-Édouard,8/16/2020,41,0,0,41,0,26.12
60,Yukon,Yukon,8/16/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/16/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/16/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/16/2020,13,0,0,13,0,
1,Canada,Canada,8/16/2020,122087,0,9026,122087,198,324.79
59,British Columbia,Colombie-Britannique,8/17/2020,4594,0,198,4594,236,90.59
48,Alberta,Alberta,8/17/2020,12412,0,224,12412,359,283.94
47,Saskatchewan,Saskatchewan,8/17/2020,1581,0,22,1581,1,134.61
46,Manitoba,Manitoba,8/17/2020,731,0,9,731,34,53.38
35,Ontario,Ontario,8/17/2020,40745,0,2789,40745,99,279.72
24,Quebec,Québec,8/17/2020,61206,0,5721,61206,55,721.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/17/2020,268,0,3,268,0,51.39
13,New Brunswick,Nouveau-Brunswick,8/17/2020,186,0,2,186,0,23.94
12,Nova Scotia,Nouvelle-Écosse,8/17/2020,1075,0,64,1075,1,110.67
11,Prince Edward Island,Île-du-Prince-Édouard,8/17/2020,41,0,0,41,0,26.12
60,Yukon,Yukon,8/17/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/17/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/17/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/17/2020,13,0,0,13,0,
1,Canada,Canada,8/17/2020,122872,0,9032,122872,785,326.88
59,British Columbia,Colombie-Britannique,8/18/2020,4677,0,198,4677,83,92.22
48,Alberta,Alberta,8/18/2020,12419,0,225,12419,7,284.1
47,Saskatchewan,Saskatchewan,8/18/2020,1582,0,22,1582,1,134.7
46,Manitoba,Manitoba,8/18/2020,748,0,11,748,17,54.62
35,Ontario,Ontario,8/18/2020,40870,0,2792,40870,125,280.57
24,Quebec,Québec,8/18/2020,61252,0,5727,61252,46,721.89
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/18/2020,268,0,3,268,0,51.39
13,New Brunswick,Nouveau-Brunswick,8/18/2020,186,0,2,186,0,23.94
12,Nova Scotia,Nouvelle-Écosse,8/18/2020,1075,0,64,1075,0,110.67
11,Prince Edward Island,Île-du-Prince-Édouard,8/18/2020,44,0,0,44,3,28.03
60,Yukon,Yukon,8/18/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/18/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/18/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/18/2020,13,0,0,13,0,
1,Canada,Canada,8/18/2020,123154,0,9044,123154,282,327.63
59,British Columbia,Colombie-Britannique,8/19/2020,4745,0,198,4745,68,93.57
48,Alberta,Alberta,8/19/2020,12501,0,227,12501,82,285.98
47,Saskatchewan,Saskatchewan,8/19/2020,1586,0,22,1586,4,135.04
46,Manitoba,Manitoba,8/19/2020,763,0,12,763,15,55.72
35,Ontario,Ontario,8/19/2020,40972,0,2792,40972,102,281.27
24,Quebec,Québec,8/19/2020,61316,0,5729,61316,64,722.64
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/19/2020,268,0,3,268,0,51.39
13,New Brunswick,Nouveau-Brunswick,8/19/2020,186,0,2,186,0,23.94
12,Nova Scotia,Nouvelle-Écosse,8/19/2020,1076,0,64,1076,1,110.77
11,Prince Edward Island,Île-du-Prince-Édouard,8/19/2020,44,0,0,44,0,28.03
60,Yukon,Yukon,8/19/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/19/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/19/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/19/2020,13,0,0,13,0,
1,Canada,Canada,8/19/2020,123490,0,9049,123490,336,328.52
59,British Columbia,Colombie-Britannique,8/20/2020,4825,0,200,4825,80,95.14
48,Alberta,Alberta,8/20/2020,12604,0,228,12604,103,288.33
47,Saskatchewan,Saskatchewan,8/20/2020,1590,0,22,1590,4,135.38
46,Manitoba,Manitoba,8/20/2020,796,0,12,796,33,58.12
35,Ontario,Ontario,8/20/2020,41048,0,2793,41048,76,281.8
24,Quebec,Québec,8/20/2020,61402,0,5730,61402,86,723.66
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/20/2020,268,0,3,268,0,51.39
13,New Brunswick,Nouveau-Brunswick,8/20/2020,186,0,2,186,0,23.94
12,Nova Scotia,Nouvelle-Écosse,8/20/2020,1077,0,64,1077,1,110.87
11,Prince Edward Island,Île-du-Prince-Édouard,8/20/2020,44,0,0,44,0,28.03
60,Yukon,Yukon,8/20/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/20/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/20/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/20/2020,13,0,0,13,0,
1,Canada,Canada,8/20/2020,123873,0,9054,123873,383,329.54
59,British Columbia,Colombie-Britannique,8/21/2020,4915,0,202,4915,90,96.92
48,Alberta,Alberta,8/21/2020,12748,0,230,12748,144,291.63
47,Saskatchewan,Saskatchewan,8/21/2020,1595,0,22,1595,5,135.81
46,Manitoba,Manitoba,8/21/2020,830,0,12,830,34,60.61
35,Ontario,Ontario,8/21/2020,41179,0,2796,41179,131,282.7
24,Quebec,Québec,8/21/2020,61495,0,5733,61495,93,724.75
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/21/2020,268,0,3,268,0,51.39
13,New Brunswick,Nouveau-Brunswick,8/21/2020,188,0,2,188,2,24.2
12,Nova Scotia,Nouvelle-Écosse,8/21/2020,1077,0,64,1077,0,110.87
11,Prince Edward Island,Île-du-Prince-Édouard,8/21/2020,44,0,0,44,0,28.03
60,Yukon,Yukon,8/21/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/21/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/21/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/21/2020,13,0,0,13,0,
1,Canada,Canada,8/21/2020,124372,0,9064,124372,499,330.87
59,British Columbia,Colombie-Britannique,8/22/2020,4915,0,202,4915,0,96.92
48,Alberta,Alberta,8/22/2020,12748,0,230,12748,0,291.63
47,Saskatchewan,Saskatchewan,8/22/2020,1597,0,22,1597,2,135.98
46,Manitoba,Manitoba,8/22/2020,872,0,12,872,42,63.67
35,Ontario,Ontario,8/22/2020,41287,0,2797,41287,108,283.44
24,Quebec,Québec,8/22/2020,61599,0,5739,61599,104,725.98
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/22/2020,268,0,3,268,0,51.39
13,New Brunswick,Nouveau-Brunswick,8/22/2020,188,0,2,188,0,24.2
12,Nova Scotia,Nouvelle-Écosse,8/22/2020,1078,0,64,1078,1,110.97
11,Prince Edward Island,Île-du-Prince-Édouard,8/22/2020,44,0,0,44,0,28.03
60,Yukon,Yukon,8/22/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/22/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/22/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/22/2020,13,0,0,13,0,
1,Canada,Canada,8/22/2020,124629,0,9071,124629,257,331.55
59,British Columbia,Colombie-Britannique,8/23/2020,4915,0,202,4915,0,96.92
48,Alberta,Alberta,8/23/2020,12748,0,230,12748,0,291.63
47,Saskatchewan,Saskatchewan,8/23/2020,1600,0,22,1600,3,136.23
46,Manitoba,Manitoba,8/23/2020,944,0,12,944,72,68.93
35,Ontario,Ontario,8/23/2020,41402,0,2797,41402,115,284.23
24,Quebec,Québec,8/23/2020,61673,0,5740,61673,74,726.85
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/23/2020,268,0,3,268,0,51.39
13,New Brunswick,Nouveau-Brunswick,8/23/2020,189,0,2,189,1,24.33
12,Nova Scotia,Nouvelle-Écosse,8/23/2020,1080,0,65,1080,2,111.18
11,Prince Edward Island,Île-du-Prince-Édouard,8/23/2020,44,0,0,44,0,28.03
60,Yukon,Yukon,8/23/2020,15,0,0,15,0,36.72
61,Northwest Territories,Territoires du Nord-Ouest,8/23/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,8/23/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,8/23/2020,13,0,0,13,0,
1,Canada,Canada,8/23/2020,124896,0,9073,124896,267,332.27
59,British Columbia,Colombie-Britannique,8/24/2020,5184,0,203,5184,269,102.22
48,Alberta,Alberta,8/24/2020,13006,0,234,13006,258,297.53
47,Saskatchewan,Saskatchewan,8/24/2020,1602,0,22,1602,2,136.4
46,Manitoba,Manitoba,8/24/2020,993,0,12,993,49,72.51
