index,pruid,prname,prnameFR,sdate,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
2031,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,7/20/2020,36,0,0,36,0,22.94
2032,60,Yukon,Yukon,7/20/2020,13,0,0,13,0,31.82
2033,61,Northwest Territories,Territoires du Nord-Ouest,7/20/2020,5,0,0,5,0,11.15
2034,62,Nunavut,Nunavut,7/20/2020,0,0,0,0,0,0
2035,99,Repatriated travellers,Voyageurs rapatriÃ©s,7/20/2020,13,0,,13,0,
2036,1,Canada,Canada,7/20/2020,111113,11,8858,111124,786,295.63
2037,59,British Columbia,Colombie-Britannique,7/21/2020,3328,0,189,3328,28,65.62
2038,48,Alberta,Alberta,7/21/2020,9728,0,172,9728,141,222.54
2039,47,Saskatchewan,Saskatchewan,7/21/2020,970,0,15,970,8,82.59
2040,46,Manitoba,Manitoba,7/21/2020,353,13,7,366,12,26.73
2041,35,Ontario,Ontario,7/21/2020,37942,0,2753,37942,203,260.47
2042,24,Quebec,QuÃ©bec,7/21/2020,57796,0,5658,57796,180,681.16
2043,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/21/2020,263,0,3,263,1,50.43
2044,13,New Brunswick,Nouveau-Brunswick,7/21/2020,170,0,2,170,0,21.88
2045,12,Nova Scotia,Nouvelle-Ã‰cosse,7/21/2020,1067,0,63,1067,0,109.84
2046,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,7/21/2020,36,0,0,36,0,22.94
2047,60,Yukon,Yukon,7/21/2020,13,0,0,13,0,31.82
2048,61,Northwest Territories,Territoires du Nord-Ouest,7/21/2020,5,0,0,5,0,11.15
2049,62,Nunavut,Nunavut,7/21/2020,0,0,0,0,0,0
2050,99,Repatriated travellers,Voyageurs rapatriÃ©s,7/21/2020,13,0,,13,0,
2051,1,Canada,Canada,7/21/2020,111684,13,8862,111697,573,297.15
2052,59,British Columbia,Colombie-Britannique,7/22/2020,3362,0,189,3362,34,66.29
2053,48,Alberta,Alberta,7/22/2020,9861,0,174,9861,133,225.58
2054,47,Saskatchewan,Saskatchewan,7/22/2020,1030,0,15,1030,60,87.7
2055,46,Manitoba,Manitoba,7/22/2020,361,13,7,374,8,27.31
2056,35,Ontario,Ontario,7/22/2020,38107,0,2755,38107,165,261.61
2209,13,New Brunswick,Nouveau-Brunswick,8/1/2020,170,0,2,170,0,21.88
2210,12,Nova Scotia,Nouvelle-Ã‰cosse,8/1/2020,1069,0,64,1069,0,110.05
2211,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,8/1/2020,36,0,0,36,0,22.94
2212,60,Yukon,Yukon,8/1/2020,14,0,0,14,0,34.27
2213,61,Northwest Territories,Territoires du Nord-Ouest,8/1/2020,5,0,0,5,0,11.15
2214,62,Nunavut,Nunavut,8/1/2020,0,0,0,0,0,0
2215,99,Repatriated travellers,Voyageurs rapatriÃ©s,8/1/2020,13,0,,13,0,
2216,1,Canada,Canada,8/1/2020,116585,14,8941,116599,287,310.19
2217,59,British Columbia,Colombie-Britannique,8/2/2020,3641,0,195,3641,0,71.8
2218,48,Alberta,Alberta,8/2/2020,10843,0,196,10843,0,248.05
2219,47,Saskatchewan,Saskatchewan,8/2/2020,1342,0,18,1342,8,114.27
2220,46,Manitoba,Manitoba,8/2/2020,421,14,8,435,18,31.76
2221,35,Ontario,Ontario,8/2/2020,39449,0,2778,39449,116,270.82
2222,24,Quebec,QuÃ©bec,8/2/2020,59599,0,5681,59599,141,702.41
2223,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/2/2020,266,0,3,266,0,51
2224,13,New Brunswick,Nouveau-Brunswick,8/2/2020,170,0,2,170,0,21.88
2225,12,Nova Scotia,Nouvelle-Ã‰cosse,8/2/2020,1071,0,64,1071,2,110.25
2226,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,8/2/2020,36,0,0,36,0,22.94
2227,60,Yukon,Yukon,8/2/2020,14,0,0,14,0,34.27
2228,61,Northwest Territories,Territoires du Nord-Ouest,8/2/2020,5,0,0,5,0,11.15
2229,62,Nunavut,Nunavut,8/2/2020,0,0,0,0,0,0
2230,99,Repatriated travellers,Voyageurs rapatriÃ©s,8/2/2020,13,0,,13,0,
2231,1,Canada,Canada,8/2/2020,116870,14,8945,116884,285,310.95
2232,59,British Columbia,Colombie-Britannique,8/3/2020,3641,0,195,3641,0,71.8
2233,48,Alberta,Alberta,8/3/2020,10843,0,196,10843,0,248.05
2234,47,Saskatchewan,Saskatchewan,8/3/2020,1359,0,18,1359,17,115.71
2235,46,Manitoba,Manitoba,8/3/2020,428,14,8,442,7,32.28
2236,35,Ontario,Ontario,8/3/2020,39449,0,2778,39449,0,270.82
2237,24,Quebec,QuÃ©bec,8/3/2020,59722,0,5683,59722,123,703.86
2238,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/3/2020,266,0,3,266,0,51
2239,13,New Brunswick,Nouveau-Brunswick,8/3/2020,170,0,2,170,0,21.88
2240,12,Nova Scotia,Nouvelle-Ã‰cosse,8/3/2020,1071,0,64,1071,0,110.25
2241,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,8/3/2020,36,0,0,36,0,22.94
2242,60,Yukon,Yukon,8/3/2020,14,0,0,14,0,34.27
2243,61,Northwest Territories,Territoires du Nord-Ouest,8/3/2020,5,0,0,5,0,11.15
2244,62,Nunavut,Nunavut,8/3/2020,0,0,0,0,0,0
2245,99,Repatriated travellers,Voyageurs rapatriÃ©s,8/3/2020,13,0,,13,0,
2246,1,Canada,Canada,8/3/2020,117017,14,8947,117031,147,311.34
2095,99,Repatriated travellers,Voyageurs rapatriÃ©s,7/24/2020,13,0,,13,0,
2096,1,Canada,Canada,7/24/2020,113193,13,8881,113206,534,301.17
2097,59,British Columbia,Colombie-Britannique,7/25/2020,3419,0,191,3419,0,67.42
2098,48,Alberta,Alberta,7/25/2020,10086,0,178,10086,0,230.73
2099,47,Saskatchewan,Saskatchewan,7/25/2020,1136,0,16,1136,37,96.73
2100,46,Manitoba,Manitoba,7/25/2020,375,13,7,388,4,28.33
2101,35,Ontario,Ontario,7/25/2020,38543,0,2759,38543,138,264.6
2102,24,Quebec,QuÃ©bec,7/25/2020,58414,0,5666,58414,171,688.44
2103,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/25/2020,265,0,3,265,0,50.81
2104,13,New Brunswick,Nouveau-Brunswick,7/25/2020,170,0,2,170,0,21.88
2105,12,Nova Scotia,Nouvelle-Ã‰cosse,7/25/2020,1067,0,63,1067,0,109.84
2106,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,7/25/2020,36,0,0,36,0,22.94
2107,60,Yukon,Yukon,7/25/2020,14,0,0,14,0,34.27
2108,61,Northwest Territories,Territoires du Nord-Ouest,7/25/2020,5,0,0,5,0,11.15
2109,62,Nunavut,Nunavut,7/25/2020,0,0,0,0,0,0
2110,99,Repatriated travellers,Voyageurs rapatriÃ©s,7/25/2020,13,0,,13,0,
2111,1,Canada,Canada,7/25/2020,113543,13,8885,113556,350,302.1
2112,59,British Columbia,Colombie-Britannique,7/26/2020,3419,0,191,3419,0,67.42
2113,48,Alberta,Alberta,7/26/2020,10086,0,178,10086,0,230.73
2114,47,Saskatchewan,Saskatchewan,7/26/2020,1178,0,16,1178,42,100.3
2115,46,Manitoba,Manitoba,7/26/2020,381,13,7,394,6,28.77
2116,35,Ontario,Ontario,7/26/2020,38680,0,2763,38680,137,265.54
2117,24,Quebec,QuÃ©bec,7/26/2020,58583,0,5667,58583,169,690.43
2118,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/26/2020,266,0,3,266,1,51
2119,13,New Brunswick,Nouveau-Brunswick,7/26/2020,170,0,2,170,0,21.88
2120,12,Nova Scotia,Nouvelle-Ã‰cosse,7/26/2020,1067,0,63,1067,0,109.84
2121,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,7/26/2020,36,0,0,36,0,22.94
2122,60,Yukon,Yukon,7/26/2020,14,0,0,14,0,34.27
2123,61,Northwest Territories,Territoires du Nord-Ouest,7/26/2020,5,0,0,5,0,11.15
2124,62,Nunavut,Nunavut,7/26/2020,0,0,0,0,0,0
2125,99,Repatriated travellers,Voyageurs rapatriÃ©s,7/26/2020,13,0,,13,0,
2126,1,Canada,Canada,7/26/2020,113898,13,8890,113911,355,303.04
2127,59,British Columbia,Colombie-Britannique,7/27/2020,3500,0,193,3500,81,69.02
2128,48,Alberta,Alberta,7/27/2020,10390,0,186,10390,304,237.69
2129,47,Saskatchewan,Saskatchewan,7/27/2020,1209,0,16,1209,31,102.94
2130,46,Manitoba,Manitoba,7/27/2020,387,13,7,400,6,29.21
2131,35,Ontario,Ontario,7/27/2020,38799,0,2764,38799,119,266.36
2132,24,Quebec,QuÃ©bec,7/27/2020,58728,0,5667,58728,145,692.14
2133,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/27/2020,266,0,3,266,0,51
2134,13,New Brunswick,Nouveau-Brunswick,7/27/2020,170,0,2,170,0,21.88
2135,12,Nova Scotia,Nouvelle-Ã‰cosse,7/27/2020,1067,0,63,1067,0,109.84
2136,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,7/27/2020,36,0,0,36,0,22.94
2137,60,Yukon,Yukon,7/27/2020,14,0,0,14,0,34.27
2138,61,Northwest Territories,Territoires du Nord-Ouest,7/27/2020,5,0,0,5,0,11.15
2139,62,Nunavut,Nunavut,7/27/2020,0,0,0,0,0,0
2140,99,Repatriated travellers,Voyageurs rapatriÃ©s,7/27/2020,13,0,,13,0,
2141,1,Canada,Canada,7/27/2020,114584,13,8901,114597,686,304.87
2142,59,British Columbia,Colombie-Britannique,7/28/2020,3523,0,194,3523,23,69.47
2143,48,Alberta,Alberta,7/28/2020,10470,0,187,10470,80,239.52
2144,47,Saskatchewan,Saskatchewan,7/28/2020,1218,0,17,1218,9,103.71
2145,46,Manitoba,Manitoba,7/28/2020,391,14,8,405,5,29.57
2146,35,Ontario,Ontario,7/28/2020,38910,0,2768,38910,111,267.12
2147,24,Quebec,QuÃ©bec,7/28/2020,58897,0,5670,58897,169,694.13
2148,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/28/2020,266,0,3,266,0,51
2149,13,New Brunswick,Nouveau-Brunswick,7/28/2020,170,0,2,170,0,21.88
2150,12,Nova Scotia,Nouvelle-Ã‰cosse,7/28/2020,1067,0,63,1067,0,109.84
2151,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,7/28/2020,36,0,0,36,0,22.94
2152,60,Yukon,Yukon,7/28/2020,14,0,0,14,0,34.27
2153,61,Northwest Territories,Territoires du Nord-Ouest,7/28/2020,5,0,0,5,0,11.15
2154,62,Nunavut,Nunavut,7/28/2020,0,0,0,0,0,0
2155,99,Repatriated travellers,Voyageurs rapatriÃ©s,7/28/2020,13,0,,13,0,
2156,1,Canada,Canada,7/28/2020,114980,14,8912,114994,397,305.92
2157,59,British Columbia,Colombie-Britannique,7/29/2020,3562,0,194,3562,39,70.24
2158,48,Alberta,Alberta,7/29/2020,10603,0,190,10603,133,242.56
2159,47,Saskatchewan,Saskatchewan,7/29/2020,1268,0,17,1268,50,107.96
2160,46,Manitoba,Manitoba,7/29/2020,393,14,8,407,2,29.72
2161,35,Ontario,Ontario,7/29/2020,38986,0,2769,38986,76,267.64
2162,24,Quebec,QuÃ©bec,7/29/2020,59009,0,5672,59009,112,695.45
2163,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/29/2020,266,0,3,266,0,51
2164,13,New Brunswick,Nouveau-Brunswick,7/29/2020,170,0,2,170,0,21.88
2165,12,Nova Scotia,Nouvelle-Ã‰cosse,7/29/2020,1067,0,64,1067,0,109.84
2166,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,7/29/2020,36,0,0,36,0,22.94
2167,60,Yukon,Yukon,7/29/2020,14,0,0,14,0,34.27
2168,61,Northwest Territories,Territoires du Nord-Ouest,7/29/2020,5,0,0,5,0,11.15
2169,62,Nunavut,Nunavut,7/29/2020,0,0,0,0,0,0
2170,99,Repatriated travellers,Voyageurs rapatriÃ©s,7/29/2020,13,0,,13,0,
2171,1,Canada,Canada,7/29/2020,115392,14,8919,115406,412,307.02
2172,59,British Columbia,Colombie-Britannique,7/30/2020,3591,0,194,3591,29,70.81
2173,48,Alberta,Alberta,7/30/2020,10716,0,195,10716,113,245.14
2174,47,Saskatchewan,Saskatchewan,7/30/2020,1306,0,18,1306,38,111.2
2175,46,Manitoba,Manitoba,7/30/2020,395,14,8,409,2,29.87
2176,35,Ontario,Ontario,7/30/2020,39075,0,2772,39075,89,268.25
2177,24,Quebec,QuÃ©bec,7/30/2020,59131,0,5673,59131,122,696.89
2178,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/30/2020,266,0,3,266,0,51
2179,13,New Brunswick,Nouveau-Brunswick,7/30/2020,170,0,2,170,0,21.88
2180,12,Nova Scotia,Nouvelle-Ã‰cosse,7/30/2020,1067,0,64,1067,0,109.84
2181,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,7/30/2020,36,0,0,36,0,22.94
2182,60,Yukon,Yukon,7/30/2020,14,0,0,14,0,34.27
2183,61,Northwest Territories,Territoires du Nord-Ouest,7/30/2020,5,0,0,5,0,11.15
2184,62,Nunavut,Nunavut,7/30/2020,0,0,0,0,0,0
2185,99,Repatriated travellers,Voyageurs rapatriÃ©s,7/30/2020,13,0,,13,0,
2186,1,Canada,Canada,7/30/2020,115785,14,8929,115799,393,308.06
2187,59,British Columbia,Colombie-Britannique,7/31/2020,3641,0,195,3641,50,71.8
2188,48,Alberta,Alberta,7/31/2020,10843,0,196,10843,127,248.05
2189,47,Saskatchewan,Saskatchewan,7/31/2020,1319,0,18,1319,13,112.31
2190,46,Manitoba,Manitoba,7/31/2020,401,14,8,415,6,30.3
2191,35,Ontario,Ontario,7/31/2020,39209,0,2775,39209,134,269.17
2192,24,Quebec,QuÃ©bec,7/31/2020,59312,0,5674,59312,181,699.02
2193,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/31/2020,266,0,3,266,0,51
2194,13,New Brunswick,Nouveau-Brunswick,7/31/2020,170,0,2,170,0,21.88
2195,12,Nova Scotia,Nouvelle-Ã‰cosse,7/31/2020,1069,0,64,1069,2,110.05
2196,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,7/31/2020,36,0,0,36,0,22.94
2197,60,Yukon,Yukon,7/31/2020,14,0,0,14,0,34.27
2198,61,Northwest Territories,Territoires du Nord-Ouest,7/31/2020,5,0,0,5,0,11.15
2199,62,Nunavut,Nunavut,7/31/2020,0,0,0,0,0,0
2200,99,Repatriated travellers,Voyageurs rapatriÃ©s,7/31/2020,13,0,,13,0,
2201,1,Canada,Canada,7/31/2020,116298,14,8935,116312,513,309.43
2202,59,British Columbia,Colombie-Britannique,8/1/2020,3641,0,195,3641,0,71.8
2203,48,Alberta,Alberta,8/1/2020,10843,0,196,10843,0,248.05
2204,47,Saskatchewan,Saskatchewan,8/1/2020,1334,0,18,1334,15,113.58
2205,46,Manitoba,Manitoba,8/1/2020,403,14,8,417,2,30.45
2206,35,Ontario,Ontario,8/1/2020,39333,0,2777,39333,124,270.02
2207,24,Quebec,QuÃ©bec,8/1/2020,59458,0,5678,59458,146,700.75
2208,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/1/2020,266,0,3,266,0,51
4470,46,Manitoba,Manitoba,12/30/2020,24513,0,661,24513,128,1789.97
4471,35,Ontario,Ontario,12/30/2020,178831,0,4474,178831,2923,1227.68
4472,24,Quebec,QuÃ©bec,12/30/2020,199822,0,8165,199822,2511,2355.01
4473,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12/30/2020,390,0,4,390,0,74.78
4474,13,New Brunswick,Nouveau-Brunswick,12/30/2020,596,0,8,596,1,76.72
4475,12,Nova Scotia,Nouvelle-Ã‰cosse,12/30/2020,1483,0,65,1483,3,152.67
4476,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,12/30/2020,96,0,0,96,0,61.17
4477,60,Yukon,Yukon,12/30/2020,60,0,1,60,0,146.86
4478,61,Northwest Territories,Territoires du Nord-Ouest,12/30/2020,24,0,0,24,0,53.54
4479,62,Nunavut,Nunavut,12/30/2020,266,0,1,266,0,685.92
4480,99,Repatriated travellers,Voyageurs rapatriÃ©s,12/30/2020,13,0,0,13,0,
4481,1,Canada,Canada,12/30/2020,572980,0,15472,572980,7476,1524.32
4482,59,British Columbia,Colombie-Britannique,12/31/2020,51990,0,901,51990,690,1025.17
4483,48,Alberta,Alberta,12/31/2020,101654,0,1046,101628,1200,2324.88
4484,47,Saskatchewan,Saskatchewan,12/31/2020,15348,0,155,15348,190,1306.81
4485,46,Manitoba,Manitoba,12/31/2020,24700,0,667,24700,187,1803.62
4486,35,Ontario,Ontario,12/31/2020,182159,0,4530,182159,3328,1250.53
4487,24,Quebec,QuÃ©bec,12/31/2020,202641,0,8226,202641,2819,2388.24
4488,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12/31/2020,390,0,4,390,0,74.78
3596,1,Canada,Canada,11/1/2020,238688,0,10179,238688,3244,634.99
3597,59,British Columbia,Colombie-Britannique,11/2/2020,15501,0,269,15501,379,305.66
3598,48,Alberta,Alberta,11/2/2020,29362,0,323,29362,592,671.7
3599,47,Saskatchewan,Saskatchewan,11/2/2020,3292,0,25,3292,74,280.3
3600,46,Manitoba,Manitoba,11/2/2020,6275,0,80,6275,241,458.21
3601,35,Ontario,Ontario,11/2/2020,77655,0,3152,77655,948,533.11
3602,24,Quebec,QuÃ©bec,11/2/2020,108018,0,6283,108018,1037,1273.05
3603,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/2/2020,291,0,4,291,0,55.8
3604,13,New Brunswick,Nouveau-Brunswick,11/2/2020,344,0,6,344,0,44.28
3605,12,Nova Scotia,Nouvelle-Ã‰cosse,11/2/2020,1113,0,65,1113,2,114.58
3606,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,11/2/2020,64,0,0,64,0,40.78
3607,60,Yukon,Yukon,11/2/2020,23,0,1,23,0,56.3
3608,61,Northwest Territories,Territoires du Nord-Ouest,11/2/2020,10,0,0,10,0,22.31
3609,62,Nunavut,Nunavut,11/2/2020,0,0,0,0,0,0
3610,99,Repatriated travellers,Voyageurs rapatriÃ©s,11/2/2020,13,0,0,13,0,
3611,1,Canada,Canada,11/2/2020,241961,0,10208,241961,3273,643.7
3612,59,British Columbia,Colombie-Britannique,11/3/2020,15800,0,272,15800,299,311.55
3613,48,Alberta,Alberta,11/3/2020,29932,0,338,29932,570,684.74
3614,47,Saskatchewan,Saskatchewan,11/3/2020,3373,0,25,3373,81,287.2
3900,46,Manitoba,Manitoba,11/22/2020,13544,0,229,13544,240,989
3901,35,Ontario,Ontario,11/22/2020,103912,0,3486,103912,1534,713.36
3902,24,Quebec,QuÃ©bec,11/22/2020,132042,0,6829,132042,1154,1556.19
3903,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/22/2020,319,0,4,319,3,61.16
3904,13,New Brunswick,Nouveau-Brunswick,11/22/2020,430,0,6,430,6,55.35
3905,12,Nova Scotia,Nouvelle-Ã‰cosse,11/22/2020,1179,0,65,1179,11,121.37
3906,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,11/22/2020,68,0,0,68,0,43.33
3907,60,Yukon,Yukon,11/22/2020,32,0,1,32,3,78.33
3908,61,Northwest Territories,Territoires du Nord-Ouest,11/22/2020,15,0,0,15,0,33.46
3909,62,Nunavut,Nunavut,11/22/2020,130,0,0,130,21,335.22
3910,99,Repatriated travellers,Voyageurs rapatriÃ©s,11/22/2020,13,0,0,13,0,
3911,1,Canada,Canada,11/22/2020,331842,0,11455,331842,5418,882.81
3912,59,British Columbia,Colombie-Britannique,11/23/2020,27407,0,348,27407,594,540.43
3913,48,Alberta,Alberta,11/23/2020,48421,0,476,48421,1549,1107.7
3914,47,Saskatchewan,Saskatchewan,11/23/2020,6708,0,37,6708,235,571.16
3915,46,Manitoba,Manitoba,11/23/2020,14087,0,236,14087,543,1028.65
3916,35,Ontario,Ontario,11/23/2020,105501,0,3505,105501,1589,724.27
3917,24,Quebec,QuÃ©bec,11/23/2020,133206,0,6842,133206,1164,1569.91
3918,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/23/2020,321,0,4,321,2,61.55
4185,46,Manitoba,Manitoba,12/11/2020,20392,0,465,20392,445,1489.05
4186,35,Ontario,Ontario,12/11/2020,136631,0,3916,136631,1848,937.98
4187,24,Quebec,QuÃ©bec,12/11/2020,160023,0,7435,160023,1713,1885.96
4188,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12/11/2020,355,0,4,355,1,68.07
4189,13,New Brunswick,Nouveau-Brunswick,12/11/2020,554,0,8,554,8,71.32
4190,12,Nova Scotia,Nouvelle-Ã‰cosse,12/11/2020,1402,0,65,1402,9,144.33
4191,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,12/11/2020,84,0,0,84,0,53.52
4192,60,Yukon,Yukon,12/11/2020,58,0,1,58,0,141.97
4193,61,Northwest Territories,Territoires du Nord-Ouest,12/11/2020,20,0,0,20,5,44.62
4194,62,Nunavut,Nunavut,12/11/2020,245,0,0,245,16,631.77
4195,99,Repatriated travellers,Voyageurs rapatriÃ©s,12/11/2020,13,0,0,13,0,
4196,1,Canada,Canada,12/11/2020,448839,0,13251,448839,6771,1194.06
4197,59,British Columbia,Colombie-Britannique,12/12/2020,41495,0,626,41495,698,818.23
4198,48,Alberta,Alberta,12/12/2020,78382,0,697,78382,1590,1793.1
4199,47,Saskatchewan,Saskatchewan,12/12/2020,11747,0,86,11747,274,1000.2
4200,46,Manitoba,Manitoba,12/12/2020,20750,0,483,20750,358,1515.19
4201,35,Ontario,Ontario,12/12/2020,138504,0,3933,138504,1873,950.84
4202,24,Quebec,QuÃ©bec,12/12/2020,161921,0,7475,161921,1898,1908.33
4203,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12/12/2020,358,0,4,358,3,68.64
4489,13,New Brunswick,Nouveau-Brunswick,12/31/2020,599,0,9,599,3,77.11
4490,12,Nova Scotia,Nouvelle-Ã‰cosse,12/31/2020,1486,0,65,1486,3,152.98
4491,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,12/31/2020,96,0,0,96,0,61.17
4492,60,Yukon,Yukon,12/31/2020,60,0,1,60,0,146.86
4493,61,Northwest Territories,Territoires du Nord-Ouest,12/31/2020,24,0,0,24,0,53.54
4494,62,Nunavut,Nunavut,12/31/2020,266,0,1,266,0,685.92
4495,99,Repatriated travellers,Voyageurs rapatriÃ©s,12/31/2020,13,0,0,13,0,
4496,1,Canada,Canada,12/31/2020,581426,0,15605,581426,8446,1546.79
4497,59,British Columbia,Colombie-Britannique,1/1/2021,52555,0,901,52555,565,1036.31
4498,48,Alberta,Alberta,1/1/2021,103015,0,1046,103015,1387,2356.61
4499,47,Saskatchewan,Saskatchewan,1/1/2021,15633,0,155,15633,285,1331.08
4500,46,Manitoba,Manitoba,1/1/2021,24700,0,667,24700,0,1803.62
4501,35,Ontario,Ontario,1/1/2021,184635,0,4581,184635,2476,1267.53
4502,24,Quebec,QuÃ©bec,1/1/2021,205449,0,8311,205449,2808,2421.33
4503,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1/1/2021,390,0,4,390,0,74.78
4504,13,New Brunswick,Nouveau-Brunswick,1/1/2021,601,0,9,601,2,77.37
4505,12,Nova Scotia,Nouvelle-Ã‰cosse,1/1/2021,1497,0,65,1497,11,154.11
4506,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,1/1/2021,96,0,0,96,0,61.17
4507,60,Yukon,Yukon,1/1/2021,64,0,1,64,4,156.66
3615,46,Manitoba,Manitoba,11/3/2020,6377,0,85,6377,102,465.66
3616,35,Ontario,Ontario,11/3/2020,78705,0,3166,78705,1050,540.31
3617,24,Quebec,QuÃ©bec,11/3/2020,108889,0,6317,108889,871,1283.32
3618,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/3/2020,291,0,4,291,0,55.8
3619,13,New Brunswick,Nouveau-Brunswick,11/3/2020,344,0,6,344,0,44.28
3620,12,Nova Scotia,Nouvelle-Ã‰cosse,11/3/2020,1114,0,65,1114,1,114.68
3621,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,11/3/2020,64,0,0,64,0,40.78
3622,60,Yukon,Yukon,11/3/2020,23,0,1,23,0,56.3
3623,61,Northwest Territories,Territoires du Nord-Ouest,11/3/2020,10,0,0,10,0,22.31
3624,62,Nunavut,Nunavut,11/3/2020,0,0,0,0,0,0
3625,99,Repatriated travellers,Voyageurs rapatriÃ©s,11/3/2020,13,0,0,13,0,
3626,1,Canada,Canada,11/3/2020,244935,0,10279,244935,2974,651.61
3627,59,British Columbia,Colombie-Britannique,11/4/2020,16135,0,273,16135,335,318.16
3628,48,Alberta,Alberta,11/4/2020,30447,0,343,30447,515,696.52
3629,47,Saskatchewan,Saskatchewan,11/4/2020,3408,0,25,3408,35,290.18
3630,46,Manitoba,Manitoba,11/4/2020,6751,0,87,6751,374,492.97
3631,35,Ontario,Ontario,11/4/2020,79692,0,3182,79692,987,547.09
3632,24,Quebec,QuÃ©bec,11/4/2020,109918,0,6350,109918,1029,1295.44
3633,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/4/2020,292,0,4,292,1,55.99
3919,13,New Brunswick,Nouveau-Brunswick,11/23/2020,445,0,7,445,15,57.28
3920,12,Nova Scotia,Nouvelle-Ã‰cosse,11/23/2020,1190,0,65,1190,11,122.5
3921,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,11/23/2020,69,0,0,69,1,43.96
3922,60,Yukon,Yukon,11/23/2020,38,0,1,38,6,93.01
3923,61,Northwest Territories,Territoires du Nord-Ouest,11/23/2020,15,0,0,15,0,33.46
3924,62,Nunavut,Nunavut,11/23/2020,134,0,0,134,4,345.54
3925,99,Repatriated travellers,Voyageurs rapatriÃ©s,11/23/2020,13,0,0,13,0,
3926,1,Canada,Canada,11/23/2020,337555,0,11521,337555,5713,898.01
3927,59,British Columbia,Colombie-Britannique,11/24/2020,28348,0,358,28348,941,558.98
3928,48,Alberta,Alberta,11/24/2020,49536,0,492,49536,1115,1133.21
3929,47,Saskatchewan,Saskatchewan,11/24/2020,6883,0,37,6883,175,586.06
3930,46,Manitoba,Manitoba,11/24/2020,14558,0,248,14558,471,1063.04
3931,35,Ontario,Ontario,11/24/2020,106510,0,3519,106510,1009,731.2
3932,24,Quebec,QuÃ©bec,11/24/2020,134330,0,6887,134330,1124,1583.15
3933,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/24/2020,323,0,4,323,2,61.93
3934,13,New Brunswick,Nouveau-Brunswick,11/24/2020,450,0,7,450,5,57.93
3935,12,Nova Scotia,Nouvelle-Ã‰cosse,11/24/2020,1227,0,65,1227,37,126.31
3936,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,11/24/2020,69,0,0,69,0,43.96
3937,60,Yukon,Yukon,11/24/2020,38,0,1,38,0,93.01
4204,13,New Brunswick,Nouveau-Brunswick,12/12/2020,555,0,8,555,1,71.44
4205,12,Nova Scotia,Nouvelle-Ã‰cosse,12/12/2020,1409,0,65,1409,7,145.05
4206,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,12/12/2020,89,0,0,89,5,56.71
4207,60,Yukon,Yukon,12/12/2020,58,0,1,58,0,141.97
4208,61,Northwest Territories,Territoires du Nord-Ouest,12/12/2020,21,0,0,21,1,46.85
