index,pruid,prname,prnameFR,sdate,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
1341,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/4/2020,27,0,0,27,0,17.2
1342,60,Yukon,Yukon,6/4/2020,11,0,0,11,0,26.93
1343,61,Northwest Territories,Territoires du Nord-Ouest,6/4/2020,5,0,0,5,0,11.15
1344,62,Nunavut,Nunavut,6/4/2020,0,0,0,0,0,0
1345,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/4/2020,13,0,,13,0,
1346,1,Canada,Canada,6/4/2020,93715,11,7637,93726,641,249.34
1347,59,British Columbia,Colombie-Britannique,6/5/2020,2632,0,167,2632,0,51.9
1348,48,Alberta,Alberta,6/5/2020,7098,0,146,7098,7,162.38
1349,47,Saskatchewan,Saskatchewan,6/5/2020,649,0,11,649,1,55.26
1350,46,Manitoba,Manitoba,6/5/2020,289,11,7,300,2,21.91
1351,35,Ontario,Ontario,6/5/2020,29747,0,2372,29747,344,204.21
1352,24,Quebec,QuÃ©bec,6/5/2020,52398,0,4935,52398,255,617.54
1353,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/5/2020,261,0,3,261,0,50.04
1392,59,British Columbia,Colombie-Britannique,6/8/2020,2659,0,167,2659,27,52.43
1393,48,Alberta,Alberta,6/8/2020,11067,0,149,7202,64,164.76
1394,47,Saskatchewan,Saskatchewan,6/8/2020,654,0,13,654,4,55.69
1395,46,Manitoba,Manitoba,6/8/2020,289,11,7,300,0,21.91
1396,35,Ontario,Ontario,6/8/2020,30860,0,2450,30860,243,211.86
1397,24,Quebec,QuÃ©bec,6/8/2020,53047,0,4984,53047,198,625.19
1398,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/8/2020,261,0,3,261,0,50.04
1399,13,New Brunswick,Nouveau-Brunswick,6/8/2020,146,0,1,146,9,18.79
1400,12,Nova Scotia,Nouvelle-Ã‰cosse,6/8/2020,1059,0,61,1059,0,109.02
1401,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/8/2020,27,0,0,27,0,17.2
1402,60,Yukon,Yukon,6/8/2020,11,0,0,11,0,26.93
1403,61,Northwest Territories,Territoires du Nord-Ouest,6/8/2020,5,0,0,5,0,11.15
1404,62,Nunavut,Nunavut,6/8/2020,0,0,0,0,0,0
1405,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/8/2020,13,0,,13,0,
1406,1,Canada,Canada,6/8/2020,96233,11,7835,96244,545,256.04
1407,59,British Columbia,Colombie-Britannique,6/9/2020,2669,0,167,2669,10,52.63
1408,48,Alberta,Alberta,6/9/2020,7229,0,151,7229,27,165.37
1409,47,Saskatchewan,Saskatchewan,6/9/2020,656,0,13,656,2,55.86
1410,46,Manitoba,Manitoba,6/9/2020,289,11,7,300,0,21.91
1487,24,Quebec,QuÃ©bec,6/14/2020,53952,0,5222,53952,128,635.85
1488,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/14/2020,261,0,3,261,0,50.04
1489,13,New Brunswick,Nouveau-Brunswick,6/14/2020,157,0,2,157,0,20.21
1490,12,Nova Scotia,Nouvelle-Ã‰cosse,6/14/2020,1061,0,62,1061,0,109.22
1491,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/14/2020,27,0,0,27,0,17.2
1492,60,Yukon,Yukon,6/14/2020,11,0,0,11,0,26.93
1493,61,Northwest Territories,Territoires du Nord-Ouest,6/14/2020,5,0,0,5,0,11.15
1494,62,Nunavut,Nunavut,6/14/2020,0,0,0,0,0,0
1495,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/14/2020,13,0,,13,0,
1496,1,Canada,Canada,6/14/2020,98776,11,8146,98787,377,262.81
1497,59,British Columbia,Colombie-Britannique,6/15/2020,2745,0,168,2745,36,54.13
1498,48,Alberta,Alberta,6/15/2020,7453,0,151,7453,20,170.5
1499,47,Saskatchewan,Saskatchewan,6/15/2020,683,0,13,683,18,58.15
1500,46,Manitoba,Manitoba,6/15/2020,293,11,7,304,0,22.2
1501,35,Ontario,Ontario,6/15/2020,32370,0,2527,32370,181,222.22
1502,24,Quebec,QuÃ©bec,6/15/2020,54054,0,5242,54054,102,637.06
1503,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/15/2020,261,0,3,261,0,50.04
1504,13,New Brunswick,Nouveau-Brunswick,6/15/2020,160,0,2,160,3,20.6
1505,12,Nova Scotia,Nouvelle-Ã‰cosse,6/15/2020,1061,0,62,1061,0,109.22
1506,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/15/2020,27,0,0,27,0,17.2
1507,60,Yukon,Yukon,6/15/2020,11,0,0,11,0,26.93
1508,61,Northwest Territories,Territoires du Nord-Ouest,6/15/2020,5,0,0,5,0,11.15
1509,62,Nunavut,Nunavut,6/15/2020,0,0,0,0,0,0
1510,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/15/2020,13,0,,13,0,
1511,1,Canada,Canada,6/15/2020,99136,11,8175,99147,360,263.76
1512,59,British Columbia,Colombie-Britannique,6/16/2020,2756,0,168,2756,11,54.34
1513,48,Alberta,Alberta,6/16/2020,7482,0,151,7482,29,171.16
1514,47,Saskatchewan,Saskatchewan,6/16/2020,684,0,13,684,1,58.24
1515,46,Manitoba,Manitoba,6/16/2020,293,11,7,304,0,22.2
1516,35,Ontario,Ontario,6/16/2020,32554,0,2538,32554,184,223.48
1517,24,Quebec,QuÃ©bec,6/16/2020,54146,0,5269,54146,92,638.14
1518,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/16/2020,261,0,3,261,0,50.04
1519,13,New Brunswick,Nouveau-Brunswick,6/16/2020,163,0,2,163,3,20.98
1520,12,Nova Scotia,Nouvelle-Ã‰cosse,6/16/2020,1061,0,62,1061,0,109.22
1521,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/16/2020,27,0,0,27,0,17.2
1522,60,Yukon,Yukon,6/16/2020,11,0,0,11,0,26.93
1523,61,Northwest Territories,Territoires du Nord-Ouest,6/16/2020,5,0,0,5,0,11.15
1524,62,Nunavut,Nunavut,6/16/2020,0,0,0,0,0,0
1411,35,Ontario,Ontario,6/9/2020,31090,0,2464,31090,230,213.43
1412,24,Quebec,QuÃ©bec,6/9/2020,53185,0,5029,53185,138,626.81
1413,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/9/2020,261,0,3,261,0,50.04
1414,13,New Brunswick,Nouveau-Brunswick,6/9/2020,147,0,1,147,1,18.92
1415,12,Nova Scotia,Nouvelle-Ã‰cosse,6/9/2020,1060,0,62,1060,1,109.12
1416,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/9/2020,27,0,0,27,0,17.2
1417,60,Yukon,Yukon,6/9/2020,11,0,0,11,0,26.93
1418,61,Northwest Territories,Territoires du Nord-Ouest,6/9/2020,5,0,0,5,0,11.15
1419,62,Nunavut,Nunavut,6/9/2020,0,0,0,0,0,0
1420,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/9/2020,13,0,,13,0,
1421,1,Canada,Canada,6/9/2020,96642,11,7897,96653,409,257.13
1422,59,British Columbia,Colombie-Britannique,6/10/2020,2680,0,167,2680,11,52.85
1423,48,Alberta,Alberta,6/10/2020,7276,0,151,7276,47,166.45
1424,47,Saskatchewan,Saskatchewan,6/10/2020,658,0,13,658,2,56.03
1425,46,Manitoba,Manitoba,6/10/2020,289,11,7,300,0,21.91
1426,35,Ontario,Ontario,6/10/2020,31341,0,2475,31341,251,215.16
1427,24,Quebec,QuÃ©bec,6/10/2020,53341,0,5081,53341,156,628.65
1428,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/10/2020,261,0,3,261,0,50.04
1429,13,New Brunswick,Nouveau-Brunswick,6/10/2020,151,0,1,151,4,19.44
1430,12,Nova Scotia,Nouvelle-Ã‰cosse,6/10/2020,1061,0,62,1061,1,109.22
1431,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/10/2020,27,0,0,27,0,17.2
1432,60,Yukon,Yukon,6/10/2020,11,0,0,11,0,26.93
1433,61,Northwest Territories,Territoires du Nord-Ouest,6/10/2020,5,0,0,5,0,11.15
1434,62,Nunavut,Nunavut,6/10/2020,0,0,0,0,0,0
1435,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/10/2020,13,0,,13,0,
1436,1,Canada,Canada,6/10/2020,97114,11,7960,97125,472,258.38
1437,59,British Columbia,Colombie-Britannique,6/11/2020,2694,0,167,2694,14,53.12
1438,48,Alberta,Alberta,6/11/2020,7316,0,149,7316,40,167.36
1439,47,Saskatchewan,Saskatchewan,6/11/2020,660,0,13,660,2,56.2
1440,46,Manitoba,Manitoba,6/11/2020,289,11,7,300,0,21.91
1441,35,Ontario,Ontario,6/11/2020,31544,0,2487,31544,203,216.55
1442,24,Quebec,QuÃ©bec,6/11/2020,53485,0,5105,53485,144,630.35
1443,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/11/2020,261,0,3,261,0,50.04
1444,13,New Brunswick,Nouveau-Brunswick,6/11/2020,153,0,1,153,2,19.7
1445,12,Nova Scotia,Nouvelle-Ã‰cosse,6/11/2020,1061,0,62,1061,0,109.22
1446,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/11/2020,27,0,0,27,0,17.2
1447,60,Yukon,Yukon,6/11/2020,11,0,0,11,0,26.93
1448,61,Northwest Territories,Territoires du Nord-Ouest,6/11/2020,5,0,0,5,0,11.15
1449,62,Nunavut,Nunavut,6/11/2020,0,0,0,0,0,0
1450,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/11/2020,13,0,,13,0,
1451,1,Canada,Canada,6/11/2020,97519,11,7994,97530,405,259.46
1452,59,British Columbia,Colombie-Britannique,6/12/2020,2709,0,168,2709,15,53.42
1453,48,Alberta,Alberta,6/12/2020,7346,0,149,7346,30,168.05
1454,47,Saskatchewan,Saskatchewan,6/12/2020,663,0,13,663,3,56.45
1455,46,Manitoba,Manitoba,6/12/2020,290,11,7,301,1,21.98
1456,35,Ontario,Ontario,6/12/2020,31726,0,2498,31726,182,217.8
1457,24,Quebec,QuÃ©bec,6/12/2020,53666,0,5148,53666,181,632.48
1458,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/12/2020,261,0,3,261,0,50.04
1459,13,New Brunswick,Nouveau-Brunswick,6/12/2020,154,0,1,154,1,19.82
1460,12,Nova Scotia,Nouvelle-Ã‰cosse,6/12/2020,1061,0,62,1061,0,109.22
1461,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/12/2020,27,0,0,27,0,17.2
1462,60,Yukon,Yukon,6/12/2020,11,0,0,11,0,26.93
1463,61,Northwest Territories,Territoires du Nord-Ouest,6/12/2020,5,0,0,5,0,11.15
1464,62,Nunavut,Nunavut,6/12/2020,0,0,0,0,0,0
1465,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/12/2020,13,0,,13,0,
1466,1,Canada,Canada,6/12/2020,97932,11,8049,97943,413,260.56
1467,59,British Columbia,Colombie-Britannique,6/13/2020,2709,0,168,2709,0,53.42
1468,48,Alberta,Alberta,6/13/2020,7383,0,150,7383,37,168.9
1469,47,Saskatchewan,Saskatchewan,6/13/2020,664,0,13,664,1,56.54
1470,46,Manitoba,Manitoba,6/13/2020,292,11,7,303,2,22.13
1471,35,Ontario,Ontario,6/13/2020,31992,0,2507,31992,266,219.63
1472,24,Quebec,QuÃ©bec,6/13/2020,53824,0,5195,53824,158,634.35
1473,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/13/2020,261,0,3,261,0,50.04
1474,13,New Brunswick,Nouveau-Brunswick,6/13/2020,157,0,2,157,3,20.21
1475,12,Nova Scotia,Nouvelle-Ã‰cosse,6/13/2020,1061,0,62,1061,0,109.22
1476,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/13/2020,27,0,0,27,0,17.2
1477,60,Yukon,Yukon,6/13/2020,11,0,0,11,0,26.93
1478,61,Northwest Territories,Territoires du Nord-Ouest,6/13/2020,5,0,0,5,0,11.15
1479,62,Nunavut,Nunavut,6/13/2020,0,0,0,0,0,0
1480,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/13/2020,13,0,,13,0,
1481,1,Canada,Canada,6/13/2020,98399,11,8107,98410,467,261.8
1482,59,British Columbia,Colombie-Britannique,6/14/2020,2709,0,168,2709,0,53.42
1483,48,Alberta,Alberta,6/14/2020,7433,0,150,7433,50,170.04
1484,47,Saskatchewan,Saskatchewan,6/14/2020,665,0,13,665,1,56.62
1485,46,Manitoba,Manitoba,6/14/2020,293,11,7,304,1,22.2
1486,35,Ontario,Ontario,6/14/2020,32189,0,2519,32189,197,220.98
1639,13,New Brunswick,Nouveau-Brunswick,6/24/2020,165,0,2,165,0,21.24
1640,12,Nova Scotia,Nouvelle-Ã‰cosse,6/24/2020,1061,0,63,1061,0,109.22
1641,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/24/2020,27,0,0,27,0,17.2
1642,60,Yukon,Yukon,6/24/2020,11,0,0,11,0,26.93
1643,61,Northwest Territories,Territoires du Nord-Ouest,6/24/2020,5,0,0,5,0,11.15
1644,62,Nunavut,Nunavut,6/24/2020,0,0,0,0,0,0
1645,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/24/2020,13,0,,13,0,
1646,1,Canada,Canada,6/24/2020,102231,11,8484,102242,279,272
1647,59,British Columbia,Colombie-Britannique,6/25/2020,2869,0,173,2869,20,56.57
1648,48,Alberta,Alberta,6/25/2020,7851,0,154,7851,26,179.6
1649,47,Saskatchewan,Saskatchewan,6/25/2020,759,0,13,759,2,64.63
1650,46,Manitoba,Manitoba,6/25/2020,305,11,7,316,1,23.07
1651,35,Ontario,Ontario,6/25/2020,34205,0,2641,34205,189,234.82
1652,24,Quebec,QuÃ©bec,6/25/2020,55079,0,5448,55079,142,649.14
1653,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/25/2020,261,0,3,261,0,50.04
1654,13,New Brunswick,Nouveau-Brunswick,6/25/2020,165,0,2,165,0,21.24
1655,12,Nova Scotia,Nouvelle-Ã‰cosse,6/25/2020,1061,0,63,1061,0,109.22
1656,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/25/2020,27,0,0,27,0,17.2
1657,60,Yukon,Yukon,6/25/2020,11,0,0,11,0,26.93
1658,61,Northwest Territories,Territoires du Nord-Ouest,6/25/2020,5,0,0,5,0,11.15
1659,62,Nunavut,Nunavut,6/25/2020,0,0,0,0,0,0
1660,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/25/2020,13,0,0,13,0,
1661,1,Canada,Canada,6/25/2020,102611,11,8504,102622,380,273.01
1662,59,British Columbia,Colombie-Britannique,6/26/2020,2878,0,174,2878,9,56.75
1663,48,Alberta,Alberta,6/26/2020,7888,0,154,7888,37,180.45
1664,47,Saskatchewan,Saskatchewan,6/26/2020,772,0,13,772,13,65.73
1665,46,Manitoba,Manitoba,6/26/2020,307,11,7,318,2,23.22
1666,35,Ontario,Ontario,6/26/2020,34316,0,2644,34316,111,235.58
1667,24,Quebec,QuÃ©bec,6/26/2020,55079,0,5448,55079,0,649.14
1668,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/26/2020,261,0,3,261,0,50.04
1669,13,New Brunswick,Nouveau-Brunswick,6/26/2020,165,0,2,165,0,21.24
1670,12,Nova Scotia,Nouvelle-Ã‰cosse,6/26/2020,1061,0,63,1061,0,109.22
1671,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/26/2020,27,0,0,27,0,17.2
1672,60,Yukon,Yukon,6/26/2020,11,0,0,11,0,26.93
1673,61,Northwest Territories,Territoires du Nord-Ouest,6/26/2020,5,0,0,5,0,11.15
1674,62,Nunavut,Nunavut,6/26/2020,0,0,0,0,0,0
1675,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/26/2020,13,0,,13,0,
1676,1,Canada,Canada,6/26/2020,102783,11,8508,102794,172,273.47
1525,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/16/2020,13,0,,13,0,
1526,1,Canada,Canada,6/16/2020,99456,11,8213,99467,320,264.62
1527,59,British Columbia,Colombie-Britannique,6/17/2020,2775,0,168,2775,19,54.72
1528,48,Alberta,Alberta,6/17/2020,7530,0,151,7530,48,172.26
1529,47,Saskatchewan,Saskatchewan,6/17/2020,693,0,13,693,9,59.01
1530,46,Manitoba,Manitoba,6/17/2020,295,11,7,306,2,22.34
1531,35,Ontario,Ontario,6/17/2020,32744,0,2550,32744,190,224.79
1532,24,Quebec,QuÃ©bec,6/17/2020,54263,0,5298,54263,117,639.52
1533,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/17/2020,261,0,3,261,0,50.04
1534,13,New Brunswick,Nouveau-Brunswick,6/17/2020,164,0,2,164,1,21.11
1535,12,Nova Scotia,Nouvelle-Ã‰cosse,6/17/2020,1061,0,62,1061,0,109.22
1536,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/17/2020,27,0,0,27,0,17.2
1537,60,Yukon,Yukon,6/17/2020,11,0,0,11,0,26.93
1538,61,Northwest Territories,Territoires du Nord-Ouest,6/17/2020,5,0,0,5,0,11.15
1539,62,Nunavut,Nunavut,6/17/2020,0,0,0,0,0,0
1540,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/17/2020,13,0,,13,0,
1541,1,Canada,Canada,6/17/2020,99842,11,8254,99853,386,265.64
1542,59,British Columbia,Colombie-Britannique,6/18/2020,2783,0,168,2783,8,54.88
1543,48,Alberta,Alberta,6/18/2020,7579,0,152,7579,49,173.38
1544,47,Saskatchewan,Saskatchewan,6/18/2020,708,0,13,708,15,60.28
1545,46,Manitoba,Manitoba,6/18/2020,297,11,7,308,2,22.49
1546,35,Ontario,Ontario,6/18/2020,32917,0,2553,32917,173,225.98
1547,24,Quebec,QuÃ©bec,6/18/2020,54383,0,5340,54383,120,640.93
1548,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/18/2020,261,0,3,261,0,50.04
1549,13,New Brunswick,Nouveau-Brunswick,6/18/2020,164,0,2,164,0,21.11
1550,12,Nova Scotia,Nouvelle-Ã‰cosse,6/18/2020,1061,0,62,1061,0,109.22
1551,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/18/2020,27,0,0,27,0,17.2
1552,60,Yukon,Yukon,6/18/2020,11,0,0,11,0,26.93
1553,61,Northwest Territories,Territoires du Nord-Ouest,6/18/2020,5,0,0,5,0,11.15
1554,62,Nunavut,Nunavut,6/18/2020,0,0,0,0,0,0
1555,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/18/2020,13,0,,13,0,
1556,1,Canada,Canada,6/18/2020,100209,11,8300,100220,367,266.62
1557,59,British Columbia,Colombie-Britannique,6/19/2020,2790,0,168,2790,7,55.02
1558,48,Alberta,Alberta,6/19/2020,7625,0,152,7625,46,174.43
1559,47,Saskatchewan,Saskatchewan,6/19/2020,716,0,13,716,8,60.96
1560,46,Manitoba,Manitoba,6/19/2020,300,11,7,311,3,22.71
1561,35,Ontario,Ontario,6/19/2020,33095,0,2564,33095,178,227.2
1562,24,Quebec,QuÃ©bec,6/19/2020,54550,0,5375,54550,167,642.9
1563,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/19/2020,261,0,3,261,0,50.04
1564,13,New Brunswick,Nouveau-Brunswick,6/19/2020,164,0,2,164,0,21.11
1565,12,Nova Scotia,Nouvelle-Ã‰cosse,6/19/2020,1061,0,62,1061,0,109.22
1566,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/19/2020,27,0,0,27,0,17.2
1567,60,Yukon,Yukon,6/19/2020,11,0,0,11,0,26.93
1568,61,Northwest Territories,Territoires du Nord-Ouest,6/19/2020,5,0,0,5,0,11.15
1569,62,Nunavut,Nunavut,6/19/2020,0,0,0,0,0,0
1570,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/19/2020,13,0,,13,0,
1571,1,Canada,Canada,6/19/2020,100618,11,8346,100629,409,267.71
1572,59,British Columbia,Colombie-Britannique,6/20/2020,2790,0,168,2790,0,55.02
1573,48,Alberta,Alberta,6/20/2020,7673,0,152,7673,48,175.53
1574,47,Saskatchewan,Saskatchewan,6/20/2020,726,0,13,726,10,61.82
1575,46,Manitoba,Manitoba,6/20/2020,302,11,7,313,2,22.86
1576,35,Ontario,Ontario,6/20/2020,33301,0,2595,33301,206,228.61
1577,24,Quebec,QuÃ©bec,6/20/2020,54674,0,5408,54674,124,644.36
1578,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/20/2020,261,0,3,261,0,50.04
1579,13,New Brunswick,Nouveau-Brunswick,6/20/2020,164,0,2,164,0,21.11
1580,12,Nova Scotia,Nouvelle-Ã‰cosse,6/20/2020,1061,0,62,1061,0,109.22
1581,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/20/2020,27,0,0,27,0,17.2
1582,60,Yukon,Yukon,6/20/2020,11,0,0,11,0,26.93
1583,61,Northwest Territories,Territoires du Nord-Ouest,6/20/2020,5,0,0,5,0,11.15
1584,62,Nunavut,Nunavut,6/20/2020,0,0,0,0,0,0
1585,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/20/2020,13,0,,13,0,
1586,1,Canada,Canada,6/20/2020,101008,11,8410,101019,390,268.74
1587,59,British Columbia,Colombie-Britannique,6/21/2020,2790,0,168,2790,0,55.02
1588,48,Alberta,Alberta,6/21/2020,7704,0,152,7704,31,176.24
1589,47,Saskatchewan,Saskatchewan,6/21/2020,746,0,13,746,20,63.52
1590,46,Manitoba,Manitoba,6/21/2020,302,11,7,313,0,22.86
1591,35,Ontario,Ontario,6/21/2020,33476,0,2606,33476,175,229.81
1592,24,Quebec,QuÃ©bec,6/21/2020,54766,0,5417,54766,92,645.45
1593,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/21/2020,261,0,3,261,0,50.04
1594,13,New Brunswick,Nouveau-Brunswick,6/21/2020,164,0,2,164,0,21.11
1595,12,Nova Scotia,Nouvelle-Ã‰cosse,6/21/2020,1061,0,62,1061,0,109.22
1596,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/21/2020,27,0,0,27,0,17.2
1597,60,Yukon,Yukon,6/21/2020,11,0,0,11,0,26.93
1598,61,Northwest Territories,Territoires du Nord-Ouest,6/21/2020,5,0,0,5,0,11.15
1599,62,Nunavut,Nunavut,6/21/2020,0,0,0,0,0,0
1600,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/21/2020,13,0,,13,0,
1601,1,Canada,Canada,6/21/2020,101326,11,8430,101337,318,269.59
1602,59,British Columbia,Colombie-Britannique,6/22/2020,2822,0,169,2822,32,55.65
1603,48,Alberta,Alberta,6/22/2020,7736,0,153,7736,32,176.97
1604,47,Saskatchewan,Saskatchewan,6/22/2020,751,0,13,751,5,63.94
1605,46,Manitoba,Manitoba,6/22/2020,303,11,7,314,1,22.93
1606,35,Ontario,Ontario,6/22/2020,33637,0,2609,33637,161,230.92
1607,24,Quebec,QuÃ©bec,6/22/2020,54835,0,5417,54835,69,646.26
1608,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/22/2020,261,0,3,261,0,50.04
1609,13,New Brunswick,Nouveau-Brunswick,6/22/2020,164,0,2,164,0,21.11
1610,12,Nova Scotia,Nouvelle-Ã‰cosse,6/22/2020,1061,0,63,1061,0,109.22
1611,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/22/2020,27,0,0,27,0,17.2
1612,60,Yukon,Yukon,6/22/2020,11,0,0,11,0,26.93
1613,61,Northwest Territories,Territoires du Nord-Ouest,6/22/2020,5,0,0,5,0,11.15
1614,62,Nunavut,Nunavut,6/22/2020,0,0,0,0,0,0
1615,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/22/2020,13,0,,13,0,
1616,1,Canada,Canada,6/22/2020,101626,11,8436,101637,300,270.39
1617,59,British Columbia,Colombie-Britannique,6/23/2020,2835,0,170,2835,13,55.9
1618,48,Alberta,Alberta,6/23/2020,7781,0,153,7781,45,178
1619,47,Saskatchewan,Saskatchewan,6/23/2020,753,0,13,753,2,64.11
1620,46,Manitoba,Manitoba,6/23/2020,303,11,7,314,0,22.93
1621,35,Ontario,Ontario,6/23/2020,33853,0,2619,33853,216,232.4
1622,24,Quebec,QuÃ©bec,6/23/2020,54884,0,5424,54884,49,646.84
1623,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/23/2020,261,0,3,261,0,50.04
1624,13,New Brunswick,Nouveau-Brunswick,6/23/2020,165,0,2,165,1,21.24
1625,12,Nova Scotia,Nouvelle-Ã‰cosse,6/23/2020,1061,0,63,1061,0,109.22
1626,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/23/2020,27,0,0,27,0,17.2
1627,60,Yukon,Yukon,6/23/2020,11,0,0,11,0,26.93
1628,61,Northwest Territories,Territoires du Nord-Ouest,6/23/2020,5,0,0,5,0,11.15
1629,62,Nunavut,Nunavut,6/23/2020,0,0,0,0,0,0
1630,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/23/2020,13,0,,13,0,
1631,1,Canada,Canada,6/23/2020,101952,11,8454,101963,326,271.26
1632,59,British Columbia,Colombie-Britannique,6/24/2020,2849,0,171,2849,14,56.18
1633,48,Alberta,Alberta,6/24/2020,7825,0,153,7825,44,179.01
1634,47,Saskatchewan,Saskatchewan,6/24/2020,757,0,13,757,4,64.46
1635,46,Manitoba,Manitoba,6/24/2020,304,11,7,315,1,23
1636,35,Ontario,Ontario,6/24/2020,34016,0,2631,34016,163,233.52
1637,24,Quebec,QuÃ©bec,6/24/2020,54937,0,5441,54937,53,647.46
1638,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/24/2020,261,0,3,261,0,50.04
1677,59,British Columbia,Colombie-Britannique,6/27/2020,2878,0,174,2878,0,56.75
1678,48,Alberta,Alberta,6/27/2020,7957,0,154,7957,69,182.03
1679,47,Saskatchewan,Saskatchewan,6/27/2020,777,0,13,777,5,66.16
1680,46,Manitoba,Manitoba,6/27/2020,311,11,7,322,4,23.51
1681,35,Ontario,Ontario,6/27/2020,34476,0,2652,34476,160,236.68
1682,24,Quebec,QuÃ©bec,6/27/2020,55079,0,5448,55079,0,649.14
1683,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/27/2020,261,0,3,261,0,50.04
1684,13,New Brunswick,Nouveau-Brunswick,6/27/2020,165,0,2,165,0,21.24
1685,12,Nova Scotia,Nouvelle-Ã‰cosse,6/27/2020,1061,0,63,1061,0,109.22
1686,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/27/2020,27,0,0,27,0,17.2
1687,60,Yukon,Yukon,6/27/2020,11,0,0,11,0,26.93
1688,61,Northwest Territories,Territoires du Nord-Ouest,6/27/2020,5,0,0,5,0,11.15
1689,62,Nunavut,Nunavut,6/27/2020,0,0,0,0,0,0
1690,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/27/2020,13,0,,13,0,
1691,1,Canada,Canada,6/27/2020,103021,11,8516,103032,238,274.1
1692,59,British Columbia,Colombie-Britannique,6/28/2020,2878,0,174,2878,0,56.75
1693,48,Alberta,Alberta,6/28/2020,7996,0,154,7996,39,182.92
1694,47,Saskatchewan,Saskatchewan,6/28/2020,778,0,13,778,1,66.24
1695,46,Manitoba,Manitoba,6/28/2020,311,11,7,322,0,23.51
1772,24,Quebec,QuÃ©bec,7/3/2020,55682,0,5560,55682,89,656.24
1773,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/3/2020,261,0,3,261,0,50.04
